  52
        48          T 
    79.940           8
     0.000    734.65000     55.00000
     0.000    734.64724     55.00000
     1.240    730.43724     34.00000
     1.820    730.42724     29.00000
     9.090    730.40724     34.00000
    14.540    730.40724     35.00000
    19.420    730.39724     55.00000
    20.450    733.86000     55.00000
        47          T 
    78.440           9
     0.000    734.61000     55.00000
     0.000    734.58884     55.00000
     1.250    730.36884     35.00000
     1.820    730.36884     34.00000
     3.640    730.34884     29.00000
     9.090    730.35884     34.00000
    16.360    730.33884     35.00000
    19.430    730.32884     55.00000
    20.460    733.81000     55.00000
        46          T 
    77.320           8
     0.000    734.58000     55.00000
     1.250    730.37012     35.00000
     1.820    730.37012     34.00000
     3.640    730.35012     29.00000
     9.100    730.36012     34.00000
    16.370    730.34012     35.00000
    19.440    730.33012     55.00000
    20.470    733.78000     55.00000
        45          F 
    76.510           4
     0.000    734.58000     55.00000
     1.250    730.36000     55.00000
    19.440    730.32000     55.00000
    20.470    733.78000     55.00000
        52          T 
    75.000           8
     0.000    734.52000    113.93872
     1.240    730.03343    113.93872
     3.640    729.99343    113.93872
     7.280    729.99343    113.93872
    10.930    729.99343    113.93872
    14.570    729.99343    113.93872
    19.450    729.99343    113.93872
    20.470    733.74000    113.93872
        51          T 
    73.500           8
     0.000    734.46000     55.00000
     1.230    729.87114     29.00000
     3.640    729.87114     34.00000
     7.290    729.87114     29.00000
    10.930    729.87114     34.00000
    14.580    729.82114     35.00000
    19.450    729.82114     55.00000
    20.480    733.69000     55.00000
        50          T 
    46.500           6
     0.000    733.43000     55.00000
     1.060    729.61894     29.00000
     7.400    729.61894     34.00000
    12.960    729.58894     35.00000
    19.570    729.58894     55.00000
    20.540    732.93000     55.00000
        49          T 
    24.000           6
     0.000    732.56000     55.00000
     0.920    729.30800     29.00000
     7.500    729.28800     34.00000
    16.880    729.28800     35.00000
    19.670    729.28800     55.00000
    20.590    732.29000     55.00000
        48          T 
    0.0000           6
     0.000    731.64000     55.00000
     0.770    729.17000     29.00000
     5.700    729.17000     34.00000
    15.210    729.17000     35.00000
    19.780    729.17000     55.00000
    20.650    731.61000     55.00000
